Company,About,Website,Job portal,Linkedin (jobs),Location/Eligibility
Institute for War & Peace Reporting,,https://iwpr.net,https://iwpr.net/engage/opportunities,https://www.linkedin.com/company/iwpr/jobs/,"remote global/IWPRâ€™s HQ is based in London, UK, and applicants based there are encouraged. Consideration will be given to those located elsewhere, particularly those based in AVEâ€™s countries of operation, such as Georgia (Tbilisi), Kyrgyzstan (Bishkek), and Ukraine (Kiev)-depending on roles"
Institute for Sustainable Communities,Helping communities most under threat by climate change tackle environmental/economic/social for a better future for all,https://sustain.org,https://sustain.org/careers/,https://www.linkedin.com/company/sustainablecomm/jobs/,Consultancy
Intellecap,"a part of the Aavishkaar Group, is a pioneer in building enabling ecosystems and channeling capital to create and nurture a sustainable & equitable society",https://www.intellecap.com,https://www.intellecap.com/current-opportunities/,https://www.linkedin.com/company/intellecap/jobs/,"Africa, India"
Interamerican Association for Environmental Defense (AIDA),,https://aida-americas.org,https://aida-americas.org/en/about-us/careers,,LAC
Inter-American Development Bank,,https://www.iadb.org/,https://jobs.iadb.org/en,https://www.linkedin.com/company/inter-american-development-bank/jobs/,Consultancy
International Accountability Project,"international advocacy organization, wins policy change, boosts local advocacy efforts & supports local activists and communities to access & exchange information on development that affects them",https://accountabilityproject.org/,,https://www.linkedin.com/company/international-accountability-project/jobs/,location is open
International Alert,,https://www.international-alert.org,https://www.international-alert.org/about/jobs/,https://www.linkedin.com/company/international-alert/jobs/,Consultancy
International Alliance of Mental Health Research Funders (IAMHRF),,,,https://www.linkedin.com/company/iamhrf/jobs/,
International Association of Yoga Therapists,,https://www.iayt.org/,,https://www.linkedin.com/company/international-association-of-yoga-therapists/jobs/,NA
International Biochar Initiative,,http://www.biochar-international.org,https://www.idealist.org/en/nonprofit/1b5c44ca8a2e4179ae694e86e9b80ace-international-biochar-initiative-westerville#opportunities,https://www.linkedin.com/company/international-biochar-initiative/jobs/,"Remote with a possibility of working from an office in Washington, DC., lexible, with preference for candidates in US or European time zones"
International Budget Partnership,,https://internationalbudget.org,https://internationalbudget.org/job-opportunities/,https://www.linkedin.com/company/international-budget-partnership/jobs/,MENA region
International Center for Agriculture Research in the Dry Areas,,https://www.icarda.org,https://www.icarda.org/work-us,https://www.linkedin.com/company/icarda/jobs/,"based in one of ICARDAâ€™s duty stations preferably Lebanon or Egypt (Remote working arrangements may be considered)
"
International Center for Transitional Justice (ICTJ),,https://www.ictj.org,https://www.ictj.org/careers-0,https://www.linkedin.com/company/international-center-for-transitional-justice/jobs/,Brussels or The Hague
International Centre for Tax and Development,,https://www.ictd.ac/,,https://www.linkedin.com/company/ictdtax/jobs/,Consultancy
International College of Dentists,,http://www.icd.org/?utm_medium=referral&utm_source=idealist,,https://www.linkedin.com/company/ictdtax/jobs/,
International Commission of Jurists,,https://www.icj.org,https://www.icj.org/about/jobs/,https://www.linkedin.com/company/international-commission-of-jurists/jobs/,Consultancy
International Comms Hub Incubator,,https://www.comms-hub.org,https://www.comms-hub.org/jobs,,an all remote team and open to applicants from around the world
International Computing Centre,providing digital business solutions to the UN family,https://www.unicc.org,https://www.unicc.org/working-with-us/,https://www.linkedin.com/company/unicc/jobs/,Consultancy
International Council on Mining and Metals,,http://www.icmm.com/,,https://www.linkedin.com/company/international-council-on-mining-and-metals---icmm/jobs/,anywhere
International Crisis Group,,https://crisisgroup.org/,https://jobs.crisisgroup.org/,https://www.linkedin.com/company/crisis-group/jobs/,
International Detention Coalition,,https://idcoalition.org,https://idcoalition.org/vacancies/,https://www.linkedin.com/company/international-detention-coalition/jobs/,MENA region
International Domestic Workers Federation,,https://idwfed.org/en,https://idwfed.org/en/vacancy,https://www.linkedin.com/company/idwfed/jobs/,various locations worldwide
International Electrotechnical Commission,,https://iec.ch/homepage,,https://www.linkedin.com/company/iecstandards/jobs/,"can be located in any country with an IEC Office with a preferred location of Geneva Switzerland
"
International Federation for Human Rights,,https://www.fidh.org,https://www.fidh.org/fr/com/recrutement/,https://www.linkedin.com/company/fidh-international-federation-for-human-rights-/jobs/,Consultancy
International Federation of Red Cross And Red Crescent Societies,,https://www.ifrc.org,https://www.ifrc.org/jobs/,https://www.linkedin.com/company/ifrc/jobs/,various locations worldwide
International Fund for Animal Welfare,,https://www.ifaw.org,https://www.ifaw.org/eu/careers,https://www.linkedin.com/company/international-fund-for-animal-welfare-inc-fonds-international-pour-la-protection-animaux-inc/jobs/,based remotely with a preference for candidates located â€“ and legally authorized to work - where IFAW has official representation
International Fund for Public Interest Media,,https://ifpim.org/,,https://www.linkedin.com/company/independent-fund-for-public-interest-media/jobs/,Consultancy
International Initiative for Impact Evaluation (3ie),,https://www.3ieimpact.org/,https://www.3ieimpact.org/about-us/jobs,https://www.linkedin.com/company/3ieimpact/jobs/,Consultancy
International Institute for Sustainable Development,,https://www.iisd.org,https://www.iisd.org/mission-and-goals/employment-and-consulting,https://www.linkedin.com/company/international-institute-for-sustainable-development/jobs/,Europe
"International Institute on Race, Equality and Human Rights",,https://raceandequality.org/,https://www.idealist.org/en/nonprofit/b6381fd0ffa94199b278baef52609f1c-international-institute-on-race-equality-and-human-rights-washington#opportunities,https://www.linkedin.com/company/the-international-institute-on-race-equality-and-human-rights/jobs/,"location is flexible, but if US-based, work authorization is required
"
International Justice Mission,,https://www.ijm.org/,https://ijm.wd5.myworkdayjobs.com/careers-ijm,https://www.linkedin.com/company/international-justice-mission/jobs/,"may be based in the Greater Toronto area, Washington DC area or may be remote in the US or Canada"
International Labour Organization,,https://www.ilo.org,https://www.ilo.org/global/about-the-ilo/employment-opportunities/lang--en/index.htm,https://www.linkedin.com/company/international-labour-organization-ilo/jobs/,Consultancy
The International Land and Forest Tenure Facility,,https://thetenurefacility.org,https://thetenurefacility.org/about-us/our-team/careers/,https://www.linkedin.com/company/thetenurefacility/jobs/,LAC
International Mediation Campus,"global institute for certified mediation, ADR, negotiation and conflict management skills training",https://im-campus.com/,,https://www.linkedin.com/company/international-mediation-campus/jobs/,"headquarter is located in Stuttgart / Germany. Nevertheless, the team is spread all over the world and our main communication and collaboration takes place remotely"
International Medical Corps,,https://internationalmedicalcorps.org/,https://careers.internationalmedicalcorps.org/Careers.aspx?type=CAREERSMAIN,https://www.linkedin.com/company/international-medical-corps/jobs/,
"International Network for Economic, Social and Cultural Rights (ESCR-Net)",,https://www.escr-net.org/,https://www.escr-net.org/job-opportunities,https://www.linkedin.com/company/escr-net-red-desc/jobs/,"Africa, Latin America"
International Network for the Reduction of Abortion Discrimination and Stigma (inroads),,https://www.makeinroads.org,https://www.makeinroads.org/get-involved/work-with-us,https://www.linkedin.com/company/makeinroads/jobs/,virtual worldwide
International NGO Safety Organisation,,https://ngosafety.org,https://ngosafety.org/open-vacancies/,https://www.linkedin.com/company/inso-org/jobs/,Consultancy
International Organization for Migration,,https://www.iom.int/,https://www.iom.int/recruitment,https://www.linkedin.com/company/iom/jobs/,Consultancy
International Planned Parenthood Association,,https://www.ippf.org/,,,Consultancy
International Refugee Assistance Project,,https://refugeerights.org,https://refugeerights.org/get-involved/careers,https://www.linkedin.com/company/international-refugee-assistance-project/jobs/,"IRAP has offices in the U.S. (New York City, Washington, D.C.), Jordan (Amman), Lebanon (Beirut), and Germany (Berlin); for candidates applying from these locations, in-person or hybrid work environments are possible once returning to the office is safe. Remote candidates who are able to overlap with both IRAPâ€™s New York City and Beirut offices remotely for at least 1 work hour per day are also encouraged to apply
"
International Republican Institute,,https://www.iri.org,https://www.iri.org/work-with-iri/,https://www.linkedin.com/company/international-republican-institute/jobs/,Consultancy
International Rescue Committee,,https://www.rescue.org/,https://rescue.csod.com/ux/ats/careersite/1/home?c=rescue,https://www.linkedin.com/company/international-rescue-committee/jobs/,various locations wordwide
International Seafarers'â€‹ Welfare & Assistance Network,,https://www.seafarerswelfare.org/,,https://www.linkedin.com/company/international-seafarers'%E2%80%8B-welfare-&-assistance-network/jobs/,"
various locations wordwide
"
International Senior Lawyers Project,,https://islp.org,https://islp.org/get-involved/employment-opportunities/,https://www.linkedin.com/company/international-senior-lawyers-project/jobs/,various locations wordwide
International Schools Partnership Limited,,https://www.internationalschoolspartnership.com/,,https://www.linkedin.com/company/international-schools-partnership-limited/jobs/,
International Society for Military Ethics in Europe,,https://www.euroisme.eu/,,https://www.linkedin.com/company/euroisme/jobs/,Europe/Israel
International Treatment Preparedness Coalition,"FIGHTING for Universal Access to HIV Treatment & Life-saving Medicines through education, monitoring & advocacy",https://itpcglobal.org,,https://www.linkedin.com/company/itpcglobal/jobs/,
International Venture Phlanthropy Center,,https://ivpc.global/,,https://www.linkedin.com/company/ivpc/jobs/,"a fully remote role with a preference for location in the Western Hemisphere 
"
International Women's Media Foundation,,https://www.iwmf.org/,,https://www.linkedin.com/company/international-women's-media-foundation/jobs/,freelance journalists
International Youth Foundation,,https://iyfglobal.org/,https://iyfglobal.org/work-iyf,https://www.linkedin.com/company/international-youth-foundation/jobs/,"Preferred: Johannesburg, South Africa; Nairobi, Kenya; Accra, Ghana; Dakar, Senegal; Amman, Jordan. Other countries in Africa or the Middle East may be considered. Citizens and permanent residents of these countries are encouraged to apply; work authorization is the responsibility of the candidate."
Internet Society,"a global nonprofit organization empowering people to keep the Internet a force for good: open, globally connected, secure, and trustworthy",https://www.internetsociety.org,https://www.internetsociety.org/careers/,https://www.linkedin.com/company/internet-society/jobs/,an all-remote team
Internews,,https://internews.org/,https://phf.tbe.taleo.net/phf04/ats/careers/v2/searchResults?org=INTERNEWS&cws=38&act=sort&sortColumn=1&sortOrder=D,https://www.linkedin.com/company/internews-network/jobs/,UK/US Asia
The Intern Group,an Education Technology company that bridges the education system and meaningful careers,https://www.theinterngroup.com,https://www.theinterngroup.com/about/careers/,https://www.linkedin.com/school/the-intern-group/jobs/,anywhere
InterPride,Advancing The Global Pride Movement Licensor of #WorldPride,https://www.interpride.org/,,https://www.linkedin.com/company/interpride/jobs/,global
Intersect Power,a clean energy company bringing innovative and scalable low-carbon solutions to its customers in retail and wholesale energy markets,https://www.intersectpower.com/,https://jobs.lever.co/intersectpower,https://www.linkedin.com/company/intersect-power/jobs/,NA
Intersex Asia,regional network established by Asian intersex activists and intersex organizations for advocating intersex human rights in Asia,https://intersexasia.org/about,,https://www.linkedin.com/company/intersex-asia/jobs/,remote Asia
INTERSOS,,https://www.intersos.org,https://www.intersos.org/en/work-with-us/field/,https://www.linkedin.com/company/intersos/jobs/,various locations worldwide
Into University Partnerships,,https://www.intoglobal.com/,https://www.intoglobal.com/jobs,https://www.linkedin.com/school/into-university-partnerships/jobs/,open to applicants in the UK or US
Investinu Green,"a vertical of Investinu Group, an Emerging Technologies Search Firm specialising in ESG, Blockchain, AI, Cyber Security, Banking and Ultra-High-Net-Worth family offices that are looking to implement Blockchain Technologies in their business models",https://investinugroup.com/green,https://www.linkedin.com/company/investinu-green/jobs/,,Europe/NA
Invitae,"makes it easy to access your unique genetic information, so you can take control of your health",https://www.invitae.com/,https://www.invitae.com/en/careers/search,https://www.linkedin.com/company/invitae/jobs/,anywhere-depending on roles
IOP Publishing,"a society-owned scientific publisher, providing impact, recognition and value for the scientific community",https://ioppublishing.org,https://ioppublishingcareers.org/vacancies/#results,https://www.linkedin.com/company/iop-publishing/jobs/,"UK, US or China (Beijing)"
IOTA Foundation,helps people securely navigate their digital lives,https://www.iota.org/,,https://www.linkedin.com/company/iotafoundation/jobs/,
IOV Labs,"developing low-cost, high-quality, easy-to-use platforms for all people, of all backgrounds, all around the world",https://www.iovlabs.org,https://www.iovlabs.org/careers.html,https://www.linkedin.com/company/iovlabs/jobs/,anywhere
IREX,"an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengthening institutions, and extending access to quality education and information",https://www.irex.org/,https://jobs.jobvite.com/irex/jobs,https://www.linkedin.com/company/irex/jobs/,various locations worldwide
iSDA,helping smallholder farmers across Africa,https://www.isda-africa.com/,,https://www.linkedin.com/company/isda/jobs/,
Islamic Relief,,https://islamic-relief.org,https://islamic-relief.org/current-opportunities/,https://www.linkedin.com/company/islamic-relief-worldwide/jobs/,Consultancy
Island Innovation,driving sustainable change across islands and rural areas around the world,https://islandinnovation.co,https://islandinnovation.co/careers/?fbclid=IwAR36m0gyJkeEf5YZseB0z7ZCQKeittYGR6W13zKWUKbJIYZE6W_Nxzl6CCc,,anywhere
Island Conservation,,https://www.islandconservation.org/,,https://www.linkedin.com/company/island-conservation/jobs/,"ideally initially stationed in one of Island Conservationâ€™s Latin America or Pacific region offices (Chile, Ecuador, Palau, Hawaii, New Zealand)"
ISS A/S,World-Leading Facility Services and Workplace Experiences,https://www.issworld.com/,https://jobs.issworld.com/search/?locale,,
IQVIA,"helps drive healthcare forward by creating intelligent connections with an expansive portfolio of capabilities and technologies, unparalleled data, and global healthcare expertise",https://www.iqvia.com/,https://jobs.iqvia.com/search-jobs,,UK/EU
IU International University of Applied Sciences,"distance learning offers an online model, with which the students can reach their degree anywhere and anytime - including a virtual campus and online exams on demand",https://www.iu.de/en,https://www.iu.de/en/university/deine-karriere-an-der-iu/,,various locations within EU
JA Europe,a non-profit in Europe dedicated to preparing young people for employment and entrepreneurship,http://www.jaeurope.org/,,https://www.linkedin.com/company/jaeurope/jobs/,Europe
Jamma International,,https://jammainternational.com/,,https://www.linkedin.com/company/jamma-international/jobs/,Africa
Jazz Pharmaceuticals,,https://www.jazzpharma.com/,https://careers.jazzpharma.com/jobs?page=1,https://www.linkedin.com/company/jazz-pharmaceuticals/jobs/,US/UK
JDC (The Joint),"global Jewish humanitarian organization, working to lift lives and strengthen communities",https://www.jdc.org,https://www.jdc.org/careers/,https://www.linkedin.com/company/jdc/jobs/,open to qualified candidates across all JDC European locations
The Jerusalem Legal Aid & Human Rights Center,,,,,
Jesuit Refugee Service,,https://jrs.net,https://jrs.net/en/about-us/careers/,https://www.linkedin.com/company/jesuit-refugee-service/jobs/,Consultancy
Jibu,,https://jibuco.com,https://jibuco.com/jobs/,https://www.linkedin.com/company/jibu/jobs/,Africa
JMJ Associates,"helping people shift from accepted norms and old patterns of behavior to lead major breakthroughs in safety, quality and productivity",https://jmj.com,https://jmj.com/careers/,https://www.linkedin.com/company/jmj-associates-llc/jobs/,
JobTeaser,"serving 4 million students and recent graduates; 80,000 businesses; and a network of 700 higher education institutions in 25 countries",https://corporate.jobteaser.com,https://corporate.jobteaser.com/fr/recruitment,https://www.linkedin.com/company/jobteaser/jobs/,"any of the offices based in our 7 countries in Europe (Spain, Italy, Portugal, France, Belgium, Germany, UKâ€¦) or 100% remotely"
Johnson Controls,"transforming the buildings where people live, work, learn and play to become smarter, healthier and more sustainable",https://www.johnsoncontrols.com,https://www.johnsoncontrols.com/careers,https://www.linkedin.com/company/johnson-controls/jobs/,
Johnson Matthey,catalysing the net zero transition,https://matthey.com,https://matthey.com/careers,https://www.linkedin.com/company/johnson-matthey/jobs/,UK / EU/ Global Flexible
Joint Learning Initiative on Faith & Local Communities,,https://jliflc.com/,,https://www.linkedin.com/company/jliflc/jobs/,Consultancy
Jua.ai,"on a mission to unriddle the world's atmosphere by using the latest deep learning and satellite technology to build tools for monitoring and forecasting for the following sectors: renewable energy, precision agriculture, autonomous transport and parametric insurance",https://www.jua.ai/,https://career.jua.ai/,https://www.linkedin.com/company/juaai/jobs/,remote with hubs currently in Zurich and Berlin
JUMO,next-generation financial services technologies to empower emerging market entrepreneurs,https://jumo.world/,https://careers.jumo.world/all-jobs/,https://www.linkedin.com/company/jumo-world/jobs/,"based in West Africa (Abidjan, Cote Dâ€™Ivore or Yaounde / Douala, Cameroon)"
Junxion Strategy,international social impact consultancy that supports leaders of the next economy,https://junxion.com,https://junxion.com/about/careers/,https://www.linkedin.com/company/junxion-strategy-inc-/jobs/,Applications are encouraged from all candidates that can serve at least three hours of the standard workday (9 am â€“ 5 pm) in both Pacific Time and Greenwich Mean Time (Vancouver and London)
Justice Education Society,,http://international.justiceeducation.ca,http://international.justiceeducation.ca/work-with-us,https://www.linkedin.com/company/justiceeducation/jobs/,Consultancy
KAICIID,"facilitating interreligious and intercultural understanding, as well as improving respect for diversity, justice and peace",https://www.kaiciid.org,https://www.kaiciid.org/recruitment,https://www.linkedin.com/company/kaiciid/jobs,Consultancy
The Kaizen Company,"A Tetra Tech Company catalyzes locally-led institutional improvements, facilitates peer-to-peer learning, spurs entrepreneurship, and provides sustainable opportunities for people around the world",https://www.thekaizencompany.com/,https://kaizen.jazz.co/,https://www.linkedin.com/company/the-kaizen-company/jobs/,multiple virtual roles
Kaleidoscope,a UK-based charity focused on fighting for the human rights of LGBT+ people across the Commonwealth,https://www.kaleidoscopetrust.com/,,https://www.linkedin.com/company/kaleidoscope-group-pbc/jobs/,Consultancy
The Kaleidoscope Group,,https://kgdiversity.com/,,https://www.linkedin.com/company/the-kaleidoscope-group/jobs/,
Kapia Partners,a bespoke executive search and solutions company operating in the Medical Device and Life Sciences industries,https://kapiapartners.com/,,https://www.linkedin.com/company/kapia-partners/jobs/,
Karuna Center for Peacebuilding,,https://www.karunacenter.org/,,https://www.linkedin.com/company/karuna-center-for-peacebuilding/jobs/,
Kaya Impacto,consultorÃ­a financiera y estratÃ©gica que estÃ¡ empoderando organizaciones socioambientales en AmÃ©rica latina y Europa para hacer realidad su visiÃ³n y escalar su impacto,http://www.kayaimpacto.com,http://www.kayaimpacto.com/vacantes,https://www.linkedin.com/company/kaya-impacto/jobs/,"Mexico, Columbia"
KCR,a clinical development solutions provider creating value for biotechnology and pharmaceutical organizations,https://www.kcrcro.com,https://www.kcrcro.com/join-community/career-seekers/,https://www.linkedin.com/company/kcr/jobs/,Germany/UK
Kenya Education Fund,,https://www.kenyaeducationfund.org,,https://www.linkedin.com/company/kenya-education-fund/jobs/,US/Kenya
Khan Academy,,https://www.khanacademy.org/,https://www.khanacademy.org/careers#openings,https://www.linkedin.com/school/khan-academy/jobs/,"US,Canada"
Kheiron Medical,,https://www.kheironmed.com/,https://www.kheironmed.com/about/careers,https://www.linkedin.com/company/kheironmedical/jobs/,remote EU
Ki Culture,"leads sustainability through culture, holistically and globally",,,https://www.linkedin.com/company/ki-culture/jobs/,teams all over the world
Kids In Need Of Defense,U.S.-based nongovernmental organization devoted to the protection of unaccompanied and separated children,https://supportkind.org,https://supportkind.org/join-the-team/jobs/,https://www.linkedin.com/company/kids-in-need-of-defense-kind-/jobs/,"US, Latin America"
Kisi,develops cloud technology to build security systems that use a combination of sensors and mobile devices to manage facilities,https://www.getkisi.com,https://www.getkisi.com/careers#careers,https://www.linkedin.com/company/kisi/jobs/,"a global remote team spanning from America, Europe, Africa and Asia"
Kiva,envisioning a financially inclusive world where all people hold the power to improve their lives,https://www.kiva.org/,https://www.careers.kiva.org/#JobSection,https://www.linkedin.com/company/kiva-org/jobs/,"US, Columbia"
Klim,"enables farmers to transition to regenerative agriculture at scale by providing them financial support, knowledge, documentation tools, and a community via our digital companion for farmers",https://www.klim.eco,https://www.klim.eco/join-klim#jobs,https://www.linkedin.com/company/klimfoods/jobs/,Berlin/EU
Kofi Annan Foundation,,https://www.kofiannanfoundation.org/,,https://www.linkedin.com/company/kofi-annan-foundation/jobs/,Consultancy
Kois,"using innovative finance, fund management and impact investing to scale projects with high societal and environmental impact, while offering attractive returns to our investors",https://koisinvest.com,https://koisinvest.com/joinus/,https://www.linkedin.com/company/koisofficial/jobs/,Paris or Brussels
Komons,"researchers, communicators and creatives who apply technology, digital strategies and graphic design to make processes of collective intelligence",https://komons.org/,,https://www.linkedin.com/company/komons/jobs/,Consultancy
Komoot,"an app that lets you find, plan, and share adventures with the easy route planner",https://www.komoot.com,https://www.komoot.com/jobs,https://www.linkedin.com/company/komoot-gmbh/jobs/,"anywhere that lies between the time zones UTC-1 and UTC+3. A beach, the mountains, or a co-working space (covered by the company)"
Kooky,smart infrastructure for reusable food packaging,https://www.kooky2go.com,https://join.com/companies/kooky2go,https://www.linkedin.com/company/kooky2go/jobs/,"Remote Setup (available workspaces in Berlin, Munich and ZÃ¼rich)"
Kpop4planet,a young and fast-growing platform that aims to mobilise international K-pop fans to take part in climate action,,https://www.idealist.org/en/consultant/5d2bcd4f8ae24b3b87dcf37c1e6d195b-kpop4planet-bangkok#opportunities,https://www.linkedin.com/company/kpop-4-planet/jobs/,
Kring,,https://kring.com,https://kring.com/co-founder/,https://www.linkedin.com/company/kringimpact/jobs/,
Kroll,,https://kroll.com/,https://careers.kroll.com/,https://www.linkedin.com/company/kroll/jobs/,various locations worldwide
Kromatic,"works with teams, leaders, and entire organizations to apply lean startup principles and build innovation ecosystems",https://kromatic.com/,https://kromatic.com/jobs,https://www.linkedin.com/company/kromatic-fr/jobs/,"Work from anywhere, If you can coordinate with our international team, we donâ€™t care where you live"
Ktisis Capital,"advises individual donors, families, foundations, and philanthropic collaboratives to mobilize resources to advance racial, social, economic, and environmental justice",https://ktisiscapital.com,https://ktisiscapital.com/careers,https://www.linkedin.com/company/ktisis-capital/jobs/,Americas
Kubadili,"acompaÃ±an ONG, empresas sociales y gobiernos para que puedan anticiparse y adaptarse al cambio, dando respuesta a los complejos desafÃ­os de AmÃ©rica Latina",https://www.kubadili.org/,https://www.idealist.org/en/nonprofit/bd371df1f25045f3a6776643724f8c04-kubadili-ciudad-de-buenos-aires#opportunities,https://www.linkedin.com/company/kubadili/jobs/,MÃ©xico o Colombia
Kyowa Kirin International plc.,"a specialty biopharmaceutical company, engaged in the development and commercialisation of innovative medicines in the therapy areas of oncology, nephrology and central nervous system (CNS) across Europe and the Middle East",https://international.kyowa-kirin.com/,https://careers-kyowa-kirin.icims.com/,https://www.linkedin.com/company/kyowa-kirin-international-plc./jobs/,EU/UK
LabConnect,improves lives by partnering with pharma/biotech companies and clinical research organizations (CROs) to accelerate the development of new medicines around the world,https://www.labconnect.com,https://www.labconnect.com/careers/,https://www.linkedin.com/company/labconnect/jobs/,EMEA
Labcorp Drug Development,"bringing advanced drug, device, and diagnostic breakthroughs",https://drugdevelopment.labcorp.com/,https://drugdevelopmentcareers.labcorp.com/global/en/search-results,https://www.linkedin.com/company/labcorpdrugdev/jobs/,various locations worldwide
Labiotech.eu,digital media covering European biotech innovation,https://www.labiotech.eu/,https://www.labiotech.eu/join-us/,https://www.linkedin.com/company/labiotech-eu/jobs/,
Laboratoria,,https://laboratoria.com,https://laboratoria.applytojob.com/apply,,"Remoto desde MÃ©xico, Colombia, Brasil, Chile, o PerÃº"
Labor Solutions,,https://www.laborsolutions.tech,https://www.laborsolutions.tech/join-our-team,https://www.linkedin.com/company/laborsolutionsglobal/jobs/,"candidates must be based in Asia or Europe, with a preference for Indonesia, India or Singapore"
The Landbanking Group,"has been initiated as a moonshot project to revolutionize the way land is being valued and used by land stewards at a moment where ecosystem services are critical prerequisites for equitable, resilient and climate compatible prosperity and peace",https://thelandbankinggroup.com,https://thelandbankinggroup.com/careers/,https://www.linkedin.com/company/the-landbanking-group/jobs/,
The Land Institute,,https://landinstitute.org/,https://landinstitute.org/about-us/careers/,https://www.linkedin.com/company/the-land-institute/jobs/,occasional remote offers
Land is Life,,https://www.landislife.org/,,https://www.linkedin.com/company/land-is-life/jobs/,the ideal candidate will be able to work standard business hours with occasional responsibilities on nights and weekends predominantly in ET
Land Portal Foundation,"established to create, curate and disseminate land governance information by fostering an inclusive and accessible data landscape",https://landportal.org/,,https://www.linkedin.com/company/land-portal-foundation/jobs/,consultancy
Landscape Finance Lab,"helps and connects landscape teams, governments, corporates and financial institutions to incubate sustainable landscapes that generate impact at scale",https://www.landscapefinancelab.org/,,https://www.linkedin.com/company/landscape-finance-lab/jobs/,consultancy
Last Mile Health,on a mission to save lives in the worldâ€™s most remote communities. LMH specializes in developing and managing Community Health Workers (CHWs) who bridge the gap between clinics and remote communities,https://lastmilehealth.org,https://lastmilehealth.org/join-our-team/,https://www.linkedin.com/company/last-mile-health/jobs/,open to candidates located in Liberia or on the Eastern seaboard of the United States
Laterite,aims to use the most innovative research methods and the latest academic thinking to design effective responses to development issues,https://www.laterite.com,https://www.laterite.com/careers/,https://www.linkedin.com/company/laterite/jobs/,East African candidates
Laudato SI' Movement,works within the Catholic Church to better care for our common home,https://laudatosimovement.org,https://laudatosimovement.org/learn/work-with-us/,https://www.linkedin.com/company/laudatosi-movement/jobs/,various locations
Laudes Foundation,accelerating the transition to a climate-positive and inclusive economy,https://www.laudesfoundation.org/,https://www.laudesfoundation.org/who-we-are,https://www.linkedin.com/company/laudesfoundation/jobs/,
LCR International,Connecting fresh produce professionals globally through international recruitment and executive search,https://www.lcrint.com,https://www.lcrint.com/current-vacancies,https://www.linkedin.com/company/lcrint/jobs/,various worldwide
Leaders for Climate Action,,https://lfca.earth,https://lfca.earth/jobs/,https://www.linkedin.com/company/leaders-for-climate-action/jobs/,Remote OK within 2 hours of CET time zone
Leafly,"cannabis resource, empowering over 10 million patients and adult consumers per month",https://www.leafly.com/,https://www.leafly.com/info/jobs,https://www.linkedin.com/company/leafly/jobs/,"remote-US, Canada"
Learning Equality,"strives to address this inequality by creating products and tools that can be adapted and contextualized to meet learning needs, with or without Internet access",https://learningequality.org,https://learningequality.org/about/jobs/,https://www.linkedin.com/company/foundation-for-learning-equality/jobs/,"a distributed team and collaborate online through Slack and video meetings, and other online communication tools"
Legal Action Worldwide,,https://www.legalactionworldwide.org,https://www.legalactionworldwide.org/careers/,https://www.linkedin.com/company/foundation-for-learning-equality/jobs/,Consultancy
Legalpad,helping startups and their teams get work visas in the fastest way possible,https://legalpad.io,https://legalpad.io/careers/,https://www.linkedin.com/company/legalpadio/jobs/,
Legendarium,building companies focusing on Culture+Technology & empowering culture and society through technology,https://legendarium.vc/,,https://www.linkedin.com/company/legendariumvc/jobs/,Turkey/UAE
Lendorse,ISA startup that provides international students with funding to pursue their degrees abroad,https://lendorse.com/,,https://www.linkedin.com/company/lendorse/jobs/,
Levante International Development,,https://www.levante-international-development.org,https://www.levante-international-development.org/work-with-us,https://www.linkedin.com/company/levante-international-development/jobs/,Consultancy
Lever Foundation,works to protect animal welfare in Asia through corporate food policy and investment programs,https://leverfoundation.org/,,https://www.linkedin.com/company/leverfoundation/jobs/,anywhere in the world
Lexington Medical,,https://www.lexington-med.com,https://www.lexington-med.com/careers,https://www.linkedin.com/company/lexington-medical-inc-/jobs/,
Lifebox,a global nonprofit working to make surgery and anesthesia safer worldwide.,https://www.lifebox.org,https://www.lifebox.org/about-us/work-with-us/,https://www.linkedin.com/company/lifebox/jobs/,
Life Science People,,https://www.lifesciencepeople.co.uk/,https://www.lifesciencepeople.co.uk/candidate,https://www.linkedin.com/company/life-science-people/jobs/,
Life Science Talent,,https://lifesciencetalent.co.uk/,,https://www.linkedin.com/company/life-science-talent/jobs/,
The Life You Can Save,,https://www.thelifeyoucansave.org,https://www.thelifeyoucansave.org/work-and-volunteer-with-us/,https://www.linkedin.com/company/the-life-you-can-save/jobs/,"Remote work. Please note the role will be required to collaborate with team members based in Australia, South Africa and U.S. west coast time zones"
LIGHT FOR THE WORLD,an international disability and development organization whose vision is an inclusive society where no one is left behind,https://www.light-for-the-world.org,https://www.light-for-the-world.org/support-us/jobs/,https://www.linkedin.com/company/light-for-the-world/jobs/,
Lime,provides the essential mode of transportation for our changed world,https://www.li.me/en-us/home,https://jobs.lever.co/lime,https://www.linkedin.com/company/limebike/jobs/,"US+Canada, +depending on specific roles"
Lindab,ventilation company,https://www.lindabgroup.com,https://www.lindabgroup.com/jobs/,https://www.linkedin.com/company/lindab-group/jobs/,"remote, but you are also welcome to work from one of our offices (UK, Ireland, Belgium, Denmark, and Sweden)
"
Lingokids,Helping families around the world raise amazing kids,,https://jobs.lingokids.com/,https://www.linkedin.com/company/lingokids/jobs/,open to anyone within +/- 2 hours of the CET timezone
Linical,,https://www.linical.com/,https://linical.teamtailor.com/,,EU
